Hirundo_neoxena,9,Ninox_roseoaxillaris
Hirundo_neoxena,9,Phaetornis_mexicanus
Hirundo_neoxena,9,Prioniturus_mindorensis
Hirundo_neoxena,9,Puffinus_elegans
Hirundo_neoxena,9,Reinwardtoena_reinwardtii
Hirundo_neoxena,9,Treron_phoenicoptera
Hirundo_neoxena,9,Turnix_novaecaledoniae
Histurgops_ruficaudus,11,Peucaea_ruficauda
Histurgops_ruficaudus,11,Zosterops_strenuus
Histurgops_ruficaudus,11,Zosterops_strenuus
Histurgops_ruficaudus,11,Zosterops_strenuus
Hyloctistes_subulatus,11,Butorides_striatus
Hyloctistes_subulatus,11,Chrysocolaptes_strictus
Hyloctistes_subulatus,11,Cypseloides_rutilus
Hyloctistes_subulatus,11,Schistes_albogularis
Hyloctistes_virgatus,10,Butorides_striatus
Hyloctistes_virgatus,10,Chrysocolaptes_strictus
Hyloctistes_virgatus,10,Ectopistes_migratorius
Hylomanes_momotula,9,Caloenas_maculata
Hylomanes_momotula,9,Hydrobates_monteiroi
Hylonympha_macrocerca,10,Oreonympha_albolimbata
Hylopezus_auricularis,7,Psilopogon_auricularus
Hylopezus_berlepschi,11,Aerodramus_bartschi
Hylopezus_berlepschi,11,Hylatomus_fuscipennis
Hylopezus_berlepschi,11,Hypnelus_bicinctus
Hylopezus_berlepschi,11,Ptilinopus_hernsheimi
Hylopezus_berlepschi,11,Ptilinopus_mercierii
Hylopezus_berlepschi,11,Spizaetus_bartelsi
Hylopezus_berlepschi,11,Trachylaemus_togoensis
Hylopezus_dives,7,Scytalopus_diamantinensis
Hylopezus_fulviventris,9,Hylatomus_fuscipennis
Hylopezus_macularius,9,Caloenas_maculata
Ibidorhyncha_struthersii,13,Aulacorhynchus_wagleri
Icteria_virens,7,Calonectris_borealis
Icteria_virens,7,Guttera_verreauxi
Icteria_virens,7,Icterus_melanopsis
Icteria_virens,7,Icterus_northropi
Icteria_virens,7,Icterus_portoricensis
Icteria_virens,7,Icterus_pyrrhopterus
Icteria_virens,7,Pitta_irena
Icteria_virens,7,Psittacella_lorentzi
Icteria_virens,7,Spilopelia_chinensis
Icterus_abeillei,6,Icterus_melanopsis
Icterus_auratus,5,Icterus_northropi
Icterus_auratus,5,Icterus_portoricensis
Ictinia_plumbea,5,Leucopternis_plumbea
Illadopsis_fulvescens,11,Dendroica_flavescens
Illadopsis_fulvescens,11,Ptilopsis_leucotis
Ixos_palawanensis,7,Buceros_mindanensis
Ixos_palawanensis,7,Halcyon_pelewensis
