"","filename","rng_seed","species_initiation_rate_good_species","species_initiation_rate_incipient_species","speciation_completion_rate","extinction_rate_good_species","extinction_rate_incipient_species","age","n_species_trees_samples","mutation_rate","n_alignments","sequence_length","mcmc_chainlength","n_beast_runs","version"
"416","article_2_3_2_0_1.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"417","article_2_3_2_0_2.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.1","2","1e+05","1e+06","2","0.1"
"418","article_2_3_2_1_0.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.01","2","1000","1e+06","2","0.1"
"419","article_2_3_2_1_1.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"420","article_2_3_2_1_2.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.01","2","1e+05","1e+06","2","0.1"
"421","article_2_3_2_2_0.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.001","2","1000","1e+06","2","0.1"
"422","article_2_3_2_2_1.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"423","article_2_3_2_2_2.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.001","2","1e+05","1e+06","2","0.1"
"424","article_2_3_3_0_0.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.1","2","1000","1e+06","2","0.1"
"425","article_2_3_3_0_1.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"426","article_2_3_3_0_2.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.1","2","1e+05","1e+06","2","0.1"
"427","article_2_3_3_1_0.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.01","2","1000","1e+06","2","0.1"
"428","article_2_3_3_1_1.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"429","article_2_3_3_1_2.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.01","2","1e+05","1e+06","2","0.1"
"430","article_2_3_3_2_0.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.001","2","1000","1e+06","2","0.1"
"431","article_2_3_3_2_1.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"432","article_2_3_3_2_2.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.001","2","1e+05","1e+06","2","0.1"
"433","example_1.RDa","1","0.5","0.5","1e+06","0.1","0.1","5","1","0.01","1","1000","1e+06","1","0.1"
"434","example_2.RDa","1","0.5","0.5","0.1","0.1","0.1","5","1","0.01","1","1000","1e+06","1","0.1"
"435","example_3.RDa","1","0.5","0.5","1e+06","0.1","0.1","5","2","0.01","2","1000","1e+06","2","0.1"
"436","example_4.RDa","1","0.5","0.5","0.1","0.1","0.1","5","2","0.01","2","1000","1e+06","2","0.1"
"437","toy_example_1.RDa","1","0.5","0.5","1e+06","0.1","0.1","5","1","0.01","1","1000","10000","1","0.1"
"438","toy_example_2.RDa","1","0.5","0.5","0.1","0.1","0.1","5","1","0.01","1","1000","10000","1","0.1"
"439","toy_example_3.RDa","1","0.5","0.5","1e+06","0.1","0.1","5","2","0.01","2","1000","10000","2","0.1"
"440","toy_example_4.RDa","1","0.5","0.5","0.1","0.1","0.1","5","2","0.01","2","1000","10000","2","0.1"
